venue,date,time,status,count
Competition Pool,12/06/2022,07:57 PM,Open,14.0
Four Court Gym,12/06/2022,07:05 PM,Open,49.0
North Court,12/06/2022,07:05 PM,Open,9.0
Recreation Pool,12/06/2022,07:57 PM,Open,4.0
South Court,12/06/2022,07:05 PM,Open,10.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,04:40 PM,Open,0.0
Arc Express,12/06/2022,07:53 PM,Open,11.0
Arc Floor One,12/06/2022,07:05 PM,Open,115.0
Arc Floor Two,12/06/2022,07:05 PM,Open,100.0
Arc Olympic Lifting Zones,12/06/2022,07:05 PM,Open,63.0
Climbing,12/06/2022,07:05 PM,Open,34.0
Competition Pool,12/06/2022,07:57 PM,Open,14.0
Four Court Gym,12/06/2022,07:05 PM,Open,49.0
North Court,12/06/2022,07:05 PM,Open,9.0
Recreation Pool,12/06/2022,07:57 PM,Open,4.0
South Court,12/06/2022,07:05 PM,Open,10.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,04:40 PM,Open,0.0
Arc Express,12/06/2022,07:53 PM,Open,11.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,07:57 PM,Open,14.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,07:57 PM,Open,4.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,04:40 PM,Open,0.0
Arc Express,12/06/2022,08:27 PM,Open,22.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,07:57 PM,Open,14.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,07:57 PM,Open,4.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,04:40 PM,Open,0.0
Arc Express,12/06/2022,08:27 PM,Open,22.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,07:57 PM,Open,14.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,07:57 PM,Open,4.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,04:40 PM,Open,0.0
Arc Express,12/06/2022,08:27 PM,Open,22.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,07:57 PM,Open,14.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,07:57 PM,Open,4.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,04:40 PM,Open,0.0
Arc Express,12/06/2022,08:27 PM,Open,22.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,07:57 PM,Open,14.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,07:57 PM,Open,4.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,04:40 PM,Open,0.0
Arc Express,12/06/2022,08:27 PM,Open,22.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,07:57 PM,Open,14.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,07:57 PM,Open,4.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,08:27 PM,Open,22.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,08:27 PM,Open,22.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,09:29 PM,Open,14.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,09:29 PM,Open,14.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,09:29 PM,Open,14.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
Four Court Gym,12/06/2022,08:16 PM,Open,36.0
North Court,12/06/2022,08:16 PM,Open,3.0
Recreation Pool,12/06/2022,09:09 PM,Closed,0.0
South Court,12/06/2022,08:16 PM,Open,18.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/06/2022,07:57 PM,Closed,0.0
Aquaplex Pool Deck,12/06/2022,09:09 PM,Closed,0.0
Arc Express,12/06/2022,10:04 PM,Closed,0.0
Arc Floor One,12/06/2022,08:16 PM,Open,120.0
Arc Floor Two,12/06/2022,08:16 PM,Open,104.0
Arc Olympic Lifting Zones,12/06/2022,08:16 PM,Open,56.0
Climbing,12/06/2022,08:16 PM,Open,7.0
Competition Pool,12/06/2022,09:09 PM,Closed,0.0
